@relation Spammer
@attribute 'followers_per_followees' numeric
@attribute 'replies_to_tweets' numeric
@attribute 'tweets_with_url_to_total_tweets' numeric
@attribute 'number_of_replies' numeric
@attribute 'hastag_count_to_word_count_mean' numeric
@attribute 'hastag_count_to_word_count_median' numeric
@attribute 'hastag_count_to_word_count_min' numeric
@attribute 'hastag_count_to_word_count_max' numeric
@attribute 'url_count_to_word_count_mean' numeric
@attribute 'url_count_to_word_count_median' numeric
@attribute 'url_count_to_word_count_min' numeric
@attribute 'url_count_to_word_count_max' numeric
@attribute 'characters_per_tweet_mean' numeric
@attribute 'characters_per_tweet_median' numeric
@attribute 'characters_per_tweet_min' numeric
@attribute 'characters_per_tweet_max' numeric
@attribute 'hashtags_per_tweet_mean' numeric
@attribute 'hashtags_per_tweet_median' numeric
@attribute 'hashtags_per_tweet_min' numeric
@attribute 'hashtags_per_tweet_max' numeric
@attribute 'mentions_per_tweet_mean' numeric
@attribute 'mentions_per_tweet_median' numeric
@attribute 'mentions_per_tweet_min' numeric
@attribute 'mentions_per_tweet_max' numeric
@attribute 'numeric_characters_per_tweet_mean' numeric
@attribute 'numeric_characters_per_tweet_median' numeric
@attribute 'numeric_characters_per_tweet_min' numeric
@attribute 'numeric_characters_per_tweet_max' numeric
@attribute 'url_count_per_tweet_mean' numeric
@attribute 'url_count_per_tweet_median' numeric
@attribute 'url_count_per_tweet_min' numeric
@attribute 'url_count_per_tweet_max' numeric
@attribute 'word_count_per_tweet_mean' numeric
@attribute 'word_count_per_tweet_median' numeric
@attribute 'word_count_per_tweet_min' numeric
@attribute 'word_count_per_tweet_max' numeric
@attribute 'retweet_count_mean' numeric
@attribute 'retweet_count_median' numeric
@attribute 'retweet_count_min' numeric
@attribute 'retweet_count_max' numeric
@attribute 'followee_count' numeric
@attribute 'follower_count' numeric
@attribute 'tweet_count' numeric
@attribute 'mention_count' numeric
@attribute 'reply_count' numeric
@attribute 'total_tweet_count_of_followees' numeric
@attribute 'time_between_posts_mean' numeric
@attribute 'time_between_posts_median' numeric
@attribute 'time_between_posts_min' numeric
@attribute 'time_between_posts_max' numeric
@attribute 'post_count_per_day_mean' numeric
@attribute 'post_count_per_day_median' numeric
@attribute 'post_count_per_day_min' numeric
@attribute 'post_count_per_day_max' numeric
@attribute 'post_count_per_week_mean' numeric
@attribute 'post_count_per_week_median' numeric
@attribute 'post_count_per_week_min' numeric
@attribute 'post_count_per_week_max' numeric
@attribute 'spammer' {'yes' 'no'}

@data
0.6137820513,0.1915789474,0.5989473684,182,0.0234,0,0,0.4444,0.057,0.125,0,1,106.5558,79,4,156,0.3147,0,0,5,0.7811,0,0,5,0.8358,0,0,6,0.6284,1,0,3,15.5874,8,1,29,0.4579,0,0,3,624,383,947,155,122,2064279,19153.2835,35720,8,659414,4.5024,1,0,64,30.6452,14,2,174,yes
0.3078491335,0.1099683544,0.7507911392,139,0.0021,0,0,1,0.0614,0,0,1,111.0633,135,5,160,0.0166,0,0,3,0.2381,1,0,8,0.7666,0,0,5,0.7547,0,0,2,16.0641,21,1,32,0.0071,0,0,1,1962,604,1264,26,21,1895675,11206.8211,222,1,518762,7.7073,3,0,133,52.6667,48,2,339,yes
3.2,0.5674273859,0.0560165975,547,0.0054,0,0,1,0.0089,0,0,1,62.2936,25,3,145,0.0311,0,0,2,0.6245,1,0,9,0.3205,0,0,45,0.056,0,0,1,10.9357,3,1,45,0.0041,0,0,1,65,208,964,350,328,155778,8486.649,64052,4,1639139,10.1474,6,0,112,68.8571,23,0,263,yes
1.2857142857,0.4738903394,0.044386423,363,0.0013,0,0,0.25,0.0062,0,0,0.5,71.3695,29,11,149,0.0117,0,0,2,0.5783,0,0,3,0.248,0,0,4,0.0444,0,0,1,12.9452,3,2,31,0.0509,0,0,1,63,81,766,232,216,54809,22428.7059,10705,7,408802,3.8492,4,0,19,26.4138,16,11,50,yes
2.5602094241,0.657433291,0.1318932656,2587,0.0408,0,0,0.5,0.0166,0,0,0.5,85.463,29,11,166,0.2183,0,0,3,0.7853,1,0,10,0.3156,0,0,9,0.1347,0,0,3,13.4826,3,1,30,0.0432,0,0,3,191,489,7575,3259,2862,654791,3010.1182,2405,0,1998658,28.5145,14,0,196,196.75,102,0,843,yes
0.2941176471,0.2222222222,0.0793650794,42,0.0011,0,0,0.1111,0.0099,0,0,0.3333,86.1799,122,23,154,0.0106,0,0,1,0.2275,0,0,1,0.3915,0,0,4,0.0794,0,0,1,15.3598,23,3,30,0,0,0,0,17,5,188,19,17,33831,34765.9415,101,25,381272,2.4868,9,0,12,17.1818,31,10,31,yes
4.2352941176,0.3694805195,0.0675324675,569,0.0016,0,0,0.5,0.0112,0,0,0.5,66.9312,73,2,167,0.0149,0,0,5,0.4325,1,0,10,0.2662,0,0,6,0.0675,0,0,1,12.239,14,1,33,0.0006,0,0,1,17,72,1540,160,224,15430,13308.3041,1530,6,2542525,6.4706,2,0,49,45.2941,8,0,143,yes
0.7936507937,0.2493224932,0.3983739837,92,0.0054,0,0,0.5,0.0518,0.05,0,0.5,80.439,134,9,153,0.0407,0,0,1,0.4688,0,0,4,0.5203,1,0,4,0.4038,1,0,2,11.9837,20,1,29,0.084,0,0,1,126,100,368,83,67,116658,14195.1168,15506,17,125423,6.0492,6,0,19,41,37,19,81,yes
0.7326732673,0.4863748968,0.2460776218,589,0.0434,0.14286,0,1,0.0332,0,0,1,77.6656,81,3,168,0.4575,1,0,9,1.1825,6,0,11,0.6053,1,0,6,0.2535,0,0,3,12.1924,7,1,32,0.0884,0,0,5,202,148,1211,237,148,571006,36015.9752,5,1,4259562,2.398,0,0,44,16.589,3,0,119,yes
0.9230769231,0.5898617512,0.0829493088,128,0.0107,0,0,0.1667,0.0084,0,0,0.1667,72.8203,61,10,155,0.1152,0,0,1,0.7005,1,0,3,0.1935,0,0,2,0.0829,0,0,1,11.1429,11,1,29,0,0,0,0,39,36,217,86,73,14909,48268.8704,58,6,563249,1.7934,0,0,11,12.0556,20,2,30,yes
8.4591836735,0.5271565495,0.0567092652,660,0.0017,0,0,1,0.0049,0,0,0.2,89.7572,125,4,152,0.0024,0,0,1,0.6853,0,0,4,0.3427,0,0,4,0.0567,0,0,1,15.2045,22,1,30,0.0072,0,0,1,98,829,1252,2426,1841,109368,29177.2958,327,8,16772190,2.9598,1,0,35,20.5246,40,0,86,yes
40,0,0.9797979798,0,0.0519,0.06667,0,0.2353,0.0757,0.06667,0,0.2,422.0253,438,11,751,0.7449,1,0,4,0,0,0,0,11.2879,14,0,20,0.9823,1,0,2,13.5631,15,2,21,0,0,0,0,1,40,201,13,8,1039,7605.8127,37,22,95352,11.3143,8,3,24,79.2,72,60,114,yes
0.5652173913,0.2586206897,0.013546798,420,0.0012,0,0,0.2,0.0016,0,0,0.25,67.4156,78,2,155,0.0172,0,0,3,0.4994,1,0,13,0.4089,0,0,8,0.0135,0,0,1,12.0135,11,1,32,0.0314,0,0,3,414,234,1624,413,351,853344,5947.597,61,0,155431,14.5,10,0,57,101.5,85,43,202,yes
0.0786026201,0,0.4,0,0.0045,0,0,0.0455,0.0182,0,0,0.0526,91.7,131,23,140,0.1,0,0,1,0,0,0,0,0.75,1,0,3,0.4,0,0,1,16.15,26,4,26,0,0,0,0,458,36,20,0,0,12144,23290.2105,13727,9800,40307,3.3333,4,1,5,20,20,20,20,yes
0.7866323907,0.2931937173,0.5418848168,112,0.0525,0,0,0.5,0.0402,0.08333,0,0.1818,107.1204,115,14,153,0.7356,0,0,4,0.7932,1,0,9,0.7068,1,0,4,0.555,1,0,2,15.9319,12,3,27,0.2539,1,0,2,389,306,382,133,97,1038369,48262.315,24157,12,3115606,1.7934,1,0,27,12.3226,5,0,70,yes
0.7627118644,0.5889570552,0.4417177914,288,0.0034,0,0,0.5,0.0479,0,0,0.3333,85.5235,54,3,152,0.0266,0,0,1,0.771,1,0,5,1.0348,0,0,5,0.4417,0,0,1,12.5787,9,1,28,0.0225,0,0,1,118,90,489,87,70,513220,34340.9857,827,20,6134540,2.5206,0,0,46,17.4643,0,0,140,yes
0.9848589126,0.1018299882,0.8429752066,345,0.0166,0,0,0.5882,0.0664,0,0,0.5,108.8309,47,11,567,0.276,0,0,10,0.1597,1,0,10,2.1319,0,0,18,0.876,0,0,5,15.8613,10,1,34,0.0204,0,0,1,5812,5724,3406,290,164,10907266,5067.3357,5996,3,639126,17.0251,6,0,67,116.8276,211,8,300,yes
2.6666666667,0.3294930876,0.0583717358,429,0.0153,0,0,1,0.0101,0,0,1,53.606,44,2,157,0.0868,0,0,9,0.384,1,0,3,0.2542,0,0,5,0.0584,0,0,1,9.6237,6,1,39,0.0284,0,0,2,21,56,1302,264,242,9343,13161.4804,7985,8,762922,6.5427,13,0,30,44.8966,52,4,119,yes
0.8352402746,0.2303523035,0.5609756098,85,0.0507,0,0,0.6667,0.0445,0,0,0.2,104.6856,110,25,147,0.6396,0,0,4,1.2412,1,0,11,0.7778,0,0,5,0.5745,0,0,2,14.9187,16,3,29,0.458,1,0,3,437,365,369,178,77,524214,23682.1848,3415,21,344504,3.6535,3,0,45,24.6,18,10,66,yes
0.6542810985,0.2365384615,0.6557692308,123,0.0107,0,0,0.2857,0.0639,0.11111,0,0.25,86.0308,62,15,146,0.15,0,0,3,0.6115,0,0,8,0.5962,0,0,3,0.6577,1,0,2,12.6,9,3,26,0.0308,0,0,1,1857,1215,520,118,99,1775303,20723.2832,16890,0,3008465,4.16,0,0,62,28.8889,0,0,164,yes
1.3666666667,0.1122625216,0.0362694301,65,0.012,0.0625,0,0.3333,0.003,0,0,0.25,65.6494,83,2,160,0.1226,1,0,3,0.1796,0,0,3,0.2487,0,0,4,0.0363,0,0,1,11.5855,16,1,30,0.0017,0,0,1,30,41,579,24,31,21475,33852.6298,6745,5,757306,2.5507,2,0,13,17.5455,8,0,49,yes
0,0,1,0,0.0528,0.11111,0,0.1111,0.1306,0.11111,0.1,0.2,73,78,57,85,0.5,1,0,1,0,0,0,0,2.75,3,2,3,1,1,1,1,8.25,9,5,10,0,0,0,0,0,0,4,0,0,0,987989.6667,65,64,2963840,0.1143,0,0,3,0.8,0,0,3,yes
1.0078909613,0,0.8333333333,0,0.0128,0,0,0.0769,0.0557,0.05882,0,0.0769,104,123,17,141,0.1667,0,0,1,0,0,0,0,0,0,0,0,0.8333,1,0,1,13.1667,17,3,17,0,0,0,0,1394,1405,6,20,0,3422640,844894,124,68,3802364,0.1224,0,0,3,0.8571,0,0,5,yes
0.7454545455,0.4510828977,0.145631068,604,0.0009,0,0,0.5,0.0886,0.5,0,1,169.4279,116,3,944,0.003,0,0,1,0.5131,0,0,5,1.3017,1,0,6,0.1471,1,0,2,1.8118,2,1,15,0.0276,0,0,3,165,123,1339,328,301,391584,9617.3834,199,1,319355,8.9866,13,0,45,60.8636,69,17,114,yes
1.1220930233,0.3286713287,0.5136946387,1128,0.0184,0,0,0.5,0.0389,0,0,0.25,105.5181,25,13,163,0.2494,0,0,5,1.1664,1,0,12,0.8179,0,0,5,0.5396,0,0,2,15.3992,3,2,32,0.4301,0,0,3,3440,3860,3377,2601,1005,6160230,6118.914,2944,5,867472,14.1235,17,0,58,98.0571,111,11,257,yes
0,0,1,0,0.0659,0.25,0,0.25,0.1135,0.125,0.0909,0.2,78.5484,80,55,91,0.5484,2,0,2,0,0,0,0,2.9677,3,2,5,1,1,1,1,9,8,5,11,0,0,0,0,0,0,31,0,0,0,97962.6333,64,63,2937018,0.8857,0,0,20,6.2,0,0,30,yes
1.5568607708,0.4983529412,0.1134117647,1059,0.0059,0,0,1,0.0155,0,0,1,55.5845,19,5,185,0.0428,0,0,2,0.7096,0,0,12,0.8047,0,0,10,0.1139,0,0,2,8.4259,3,1,28,0.0155,0,0,1,17877,27832,2127,10852,10530,20091469,16283.2208,37201,5,14619415,5.2993,0,0,70,36.6379,2,0,156,yes
0.8238095238,0.0476190476,0.6349206349,6,0.0039,0,0,0.125,0.076,0.09091,0,0.3333,86.373,102,15,149,0.0397,0,0,1,0.1032,0,0,1,0.2222,0,0,2,0.6508,1,0,2,11.1667,11,1,28,0,0,0,0,210,173,127,6,1,357983,32257.24,8511,33,541165,2.6809,0,0,12,18,15,8,40,yes
1.03125,0.3524229075,0.1101321586,80,0.0133,0,0,1,0.0104,0,0,0.5,59.5242,66,9,140,0.0617,0,0,2,0.4317,0,0,3,0.2599,0,0,2,0.1101,0,0,1,10.8458,13,1,28,0,0,0,0,32,33,227,39,39,22798,52087.0398,112,16,1183867,1.6569,1,0,12,11.35,1,0,28,yes
0.63125,0.5654082529,0.1000877963,644,0.0014,0,0,0.3333,0.0217,0,0,1,53.6383,79,3,141,0.0114,0,0,2,0.604,1,0,6,0.1923,2,0,4,0.101,0,0,2,9.1747,15,1,28,0.0097,0,0,1,160,101,1139,562,517,257638,22424.6142,894,1,395222,3.848,2,0,23,26.4884,37,5,76,yes
0.3493975904,0.1512345679,0.7716049383,49,0.0584,0,0,1,0.1489,0.33333,0,1,68.4105,34,2,144,0.2531,0,0,6,0.1543,0,0,2,0.9136,1,0,3,0.7716,1,0,1,9.8765,3,1,27,0,0,0,0,1992,696,324,35,31,1371726,21080.6904,43,0,590270,4.1013,5,0,32,27,50,2,60,yes
1.2391304348,0.1226277372,0.1430656934,84,0.005,0,0,0.3333,0.0197,0,0,0.3333,71.9022,75,10,150,0.0394,0,0,2,0.1942,0,0,4,0.3226,0,0,4,0.1474,0,0,2,12.2044,14,2,29,0.0131,0,0,1,92,114,682,21,29,313432,55924.6871,130284,5,3253063,1.5463,0,0,14,10.7031,4,0,42,yes
1.1866028708,0.6808823529,0.1029411765,2315,0.0047,0,0,0.7143,0.0088,0,0,0.5,73.5191,131,9,201,0.0712,0,0,10,1.425,1,0,14,0.6529,4,0,13,0.105,0,0,4,12.235,27,1,37,0.2165,1,0,3,418,496,11004,3761,3332,886156,1378.0438,34,5,2433438,61.8182,0,0,222,425,0,0,933,yes
1.8819444444,0.3074039363,0.0902842862,984,0.0045,0,0,1,0.0153,0,0,1,91.7769,154,2,356,0.0415,0,0,11,0.3727,0,0,5,1.8966,6,0,10,0.0915,0,0,2,14.3155,24,1,39,0.0112,0,0,2,144,271,3201,1226,1039,134514,17483.9653,2980,4,22041020,4.9398,0,0,40,34.4194,15,0,153,yes
0.4363636364,0.2727272727,0.0545454545,15,0.0169,0,0,0.5,0.0126,0,0,0.5,56.7091,87,13,142,0.1091,0,0,3,0.2909,1,0,1,0.2182,0,0,2,0.0545,0,0,1,9.9091,15,2,30,0,0,0,0,55,24,55,10,10,59321,237346.7963,335,20,2653167,0.3691,0,0,14,2.5,0,0,20,yes
0.7638888889,0.1777777778,0.4,16,0.006,0,0,0.25,0.0272,0.05,0,0.2,107.0889,128,26,144,0.1,0,0,4,0.3,1,0,2,0.6,1,0,3,0.4,1,0,1,17.2,20,4,31,0.0667,1,0,1,72,55,90,4,4,159139,146589.8652,62,31,1438247,0.5921,0,0,8,4.0909,1,0,24,yes
1.3037974684,0.270691334,0.0321324245,556,0.0073,0,0,0.5,0.0044,0,0,1,80.0759,76,1,153,0.091,0,0,4,0.5112,0,0,11,0.3257,0,0,6,0.0326,0,0,2,13.3895,14,1,34,0.0623,0,0,4,237,309,2054,516,426,485822,4282.7842,69,9,112678,20.1373,19,2,87,136.9333,115,42,202,yes
0.6028368794,0.2613065327,0.1582914573,104,0.0118,0,0,0.3333,0.0192,0,0,0.5,74.2663,125,5,150,0.1156,0,0,2,0.3668,1,0,2,0.2588,0,0,3,0.1583,0,0,1,12.1231,20,1,31,0.0553,0,0,2,141,85,397,67,59,176547,72702.8186,400,17,2178195,1.1881,0,0,11,8.2917,4,0,32,yes
0.2105263158,0,1,0,0,0,0,0,0.0951,0.11111,0.0833,0.1111,91.3333,84,83,107,0,0,0,0,0,0,0,0,0.6667,0,0,1,1,1,1,1,10.6667,9,9,12,0,0,0,0,19,4,126,0,0,51579,29.248,42,18,45,126,126,126,126,126,126,126,126,yes
6.5,0.5764705882,0.0705882353,147,0.0028,0,0,0.5,0.0136,0,0,0.5,64.2784,79,11,147,0.0196,0,0,2,0.6275,0,0,2,0.2078,0,0,2,0.0745,0,0,2,11.102,15,1,30,0,0,0,0,66,429,495,288,304,106952,18800.189,85,11,225024,4.5536,11,0,19,31.875,44,22,44,yes
0.9240246407,0.0189701897,0.4932249322,7,0.0017,0.22222,0,0.2222,0.0355,0.05556,0,0.1667,126.3171,126,12,148,0.0271,4,0,4,0.9214,0,0,8,1.4417,1,0,5,0.523,1,0,2,18.5257,18,2,29,0.0271,0,0,1,487,450,369,710,3,420396,24016.4864,7104,4,906893,3.5825,0,0,16,24.6,14,1,79,yes
14.4595959596,0.3333333333,0.2790445168,614,0.0265,0,0,0.4167,0.0161,0,0,0.2143,126.3512,136,13,164,0.487,0,0,7,0.6661,0,0,10,1.0961,0,0,8,0.2986,0,0,3,20.2926,29,2,32,0.0054,0,0,1,396,5726,1842,1004,693,1154356,23607.6334,2256,26,3019940,3.6548,3,0,25,25.5833,12,0,94,yes
0.6481481481,0.1090909091,0.1636363636,6,0.001,0,0,0.0526,0.0136,0,0,0.125,81.0727,81,1,140,0.0182,0,0,1,0.1091,0,0,1,0.4364,0,0,4,0.1636,0,0,1,14.1818,13,1,26,0,0,0,0,54,35,55,9,7,104940,295734.7407,151423,54,3108844,0.2973,0,0,5,2.037,1,0,6,yes
6.1052631579,0.0594594595,0.8756756757,11,0.0079,0,0,0.3333,0.0881,0.03846,0,1,90.8432,132,22,146,0.1027,0,0,3,0.2595,0,0,2,1.0108,5,0,6,0.9189,1,0,3,12.9892,26,1,29,0.1568,0,0,2,38,232,185,14,8,62003,89201,8914,3,1714946,0.9737,2,0,8,6.6071,14,0,17,yes
11.4285714286,0,1,0,0,0,0,0,0.058,0.05263,0.0417,0.25,131.26,135,41,160,0,0,0,0,0.0013,0,0,1,1.4893,2,0,5,1,1,1,1,18.356,19,4,24,0.0013,0,0,1,7,80,750,10,5,3999,5175.4606,6,0,169775,16.6667,24,0,30,107.1429,130,7,155,yes
1.0885416667,0.0851970181,0.7220447284,80,0.018,0,0,0.5,0.0965,0,0,1,80.8573,74,12,281,0.1544,0,0,3,0.1683,1,0,7,0.9659,0,0,8,0.7231,0,0,2,10.4856,11,1,29,0.0245,0,0,1,192,209,939,63,55,368541,14958.9009,2958,18,454274,5.7607,8,0,23,39.125,27,1,91,yes
0.2285714286,0.0810810811,0.5608108108,12,0.0175,0,0,0.75,0.0779,0,0,1,86.5541,59,19,144,0.1081,0,0,3,0.1081,0,0,1,0.8514,0,0,3,0.5608,0,0,1,13.8649,9,1,26,0.0068,0,0,1,245,56,148,5,7,416629,110421.7075,16942,44,2627710,0.7872,0,0,9,5.4815,1,0,22,yes
0.8722627737,0.2163138875,0.2183789365,419,0.0077,0,0,1,0.0191,0.125,0,0.5,83.4904,57,1,146,0.0847,0,0,6,0.3955,0,0,7,0.4698,2,0,11,0.2246,1,0,3,14.6944,8,1,32,0.0702,0,0,2,274,239,1937,2,242,672087,21552.1369,5169,1,2173261,4.0104,1,0,72,28.0725,2,0,153,yes
0.7804878049,0.1647058824,0.0441176471,56,0.0113,0,0,0.6667,0.0103,0,0,0.5,71.8441,50,8,170,0.0529,0,0,2,0.2618,0,0,7,1.1059,0,0,6,0.0441,0,0,1,11.8235,8,1,30,0.0059,0,0,1,41,32,340,50,42,60841,24225.0295,75209,10,583619,3.5417,12,0,45,24.2857,19,5,71,yes
1.0638297872,0.1052631579,0.6842105263,2,0,0,0,0,0.0491,0,0,0.125,111.5789,112,36,140,0,0,0,0,1.6842,1,0,10,0.7368,2,0,2,0.7368,0,0,2,15.1579,21,6,25,0.1579,1,0,1,47,50,19,10,0,36013,283836.5,171461,61,959293,0.3167,0,0,3,2.1111,0,0,6,yes
0.9375,0.3899905571,0.0749134404,1239,0.0048,0,0,1,0.0162,0,0,1,54.7838,16,2,150,0.0406,0,0,4,0.4174,0,0,3,0.1624,0,0,14,0.0752,0,0,2,9.5002,4,1,31,0.0028,0,0,1,128,120,3177,484,472,138845,10506.5579,19981,3,412630,8.2093,7,0,51,56.7321,33,5,143,yes
0.12,0.0519480519,0.2337662338,4,0.0649,0,0,0.3333,0.0327,0,0,0.2,77.4675,28,21,170,0.6883,0,0,5,0.2727,0,0,3,0.5974,0,0,7,0.2338,0,0,1,12.4156,4,3,29,0.0909,0,0,2,50,6,77,0,0,6666,3030.5395,15,4,51589,25.6667,20,13,44,77,77,77,77,yes
0.5598086124,0.4040697674,0.1308139535,139,0.003,0,0,0.1667,0.0194,0,0,0.2,95.5378,49,7,153,0.0349,0,0,2,0.5116,1,0,6,0.2907,0,0,3,0.1308,0,0,1,16.814,7,1,30,0,0,0,0,209,117,344,13,61,237286,27932.3382,31358,18,386086,3.0991,0,0,25,21.5,12,2,112,yes
0.1936936937,0,0.3018867925,0,0,0,0,0,0.0362,0.06667,0,0.5,76.8491,81,13,140,0,0,0,0,0,0,0,0,0.3585,0,0,5,0.3019,1,0,1,12.6415,15,2,27,0,0,0,0,1776,344,53,5,0,1165091,37441.5577,5096,2100,136795,2.3043,4,0,6,13.25,22,7,22,yes
0.873015873,0.0526315789,0.4385964912,3,0.0253,0.25,0,0.3333,0.0651,0.25,0,1,84.2982,50,19,140,0.1579,1,0,1,0.0702,0,0,1,0.5614,0,0,2,0.4561,1,0,2,12.5439,4,1,25,0,0,0,0,63,55,57,0,0,151425,128139.3393,159393,22,3164500,0.6786,0,0,8,4.75,0,0,20,yes
0.9274074074,0.4287356322,0.1381609195,1865,0.0215,0,0,0.8462,0.0147,0.1,0,1,81.4536,108,1,175,0.2676,0,0,12,0.8432,1,0,12,0.4683,0,0,7,0.1414,1,0,2,13.2113,10,1,34,0.1692,1,0,3,675,626,4350,1248,924,2359939,5438.2913,14,6,316760,15.8759,5,0,131,108.75,44,4,296,yes
0.7741935484,0.2376395534,0.2073365231,149,0.003,0,0,0.5,0.0284,0.07143,0,1,76.6475,86,3,142,0.0255,0,0,1,0.311,0,0,4,0.2711,1,0,3,0.2089,1,0,2,13.5742,14,1,30,0.0415,0,0,1,155,120,627,118,114,217017,41268.9968,801,19,4130881,2.09,3,0,21,14.5814,17,0,49,yes
0.6395348837,0.340648855,0.0353053435,357,0.0066,0,0,1,0.0059,0,0,1,83.2223,139,5,153,0.0468,0,0,1,0.4256,0,0,4,0.2863,4,0,6,0.0353,0,0,1,14.5067,25,1,32,0.02,0,0,1,86,55,1048,18,217,89431,14520.851,2758,3,1200136,5.9545,4,0,21,40.3077,23,0,72,yes
1.0158460668,0.0060240964,0.8518072289,5,0.0023,0,0,0.25,0.0482,0.04348,0,0.2,117.0892,130,38,144,0.0386,0,0,3,0.0289,0,0,2,2.1819,3,0,6,0.853,1,0,2,18.7892,23,5,28,0.0169,0,0,1,5301,5385,830,51,21,6815792,25661.4729,108,1,4794193,3.3603,0,0,46,23.0556,27,0,84,yes
1.1,0.1428571429,0.5,4,0.1228,0.15385,0,0.3333,0.0339,0.07692,0,0.0833,123.25,118,81,149,1.4643,2,0,3,0.6071,0,0,6,1.6786,2,0,3,0.5,1,0,1,15.6071,13,7,26,0.0357,0,0,1,30,33,28,3,2,54317,95522.2222,243,53,862989,0.9333,0,0,7,5.6,4,0,15,yes
0.2413793103,0.0357142857,0.7857142857,1,0.0823,0.125,0,0.5714,0.0881,0.125,0,0.2,79.6071,62,39,138,0.6786,1,0,4,0.0357,0,0,1,1,1,0,3,0.7857,1,0,1,10.9286,8,5,25,0,0,0,0,87,21,28,6,6,44376,28252.1111,3371,24,521689,3.1111,0,0,25,14,27,1,27,yes
0,0,1,0,0.0659,0.11111,0,0.25,0.1116,0.11111,0.0909,0.1667,81.8387,83,69,112,0.5484,1,0,2,0,0,0,0,2.7419,3,2,4,1,1,1,1,9.0968,9,6,11,0,0,0,0,0,0,31,0,0,0,88851.1667,67,63,2663535,1,0,0,30,6.2,0,0,30,yes
0.9122807018,0.0024752475,0.9430693069,1,0,0,0,0,0.1239,0.09091,0,1,74.4406,76,27,148,0,0,0,0,0.0693,0,0,1,1.1188,1,0,7,0.948,1,0,2,8.9926,11,2,20,0.0594,0,0,1,57,52,404,2,1,36234,30660.1613,3221,0,1512742,2.8056,0,0,30,19.2381,18,0,52,yes
10.5853658537,0.1223560039,0.5509274325,376,0.025,0,0,1,0.0987,0,0,1,63.9801,23,2,185,0.2044,0,0,3,0.1552,0,0,3,1.2434,0,0,9,0.5552,0,0,3,8.8246,5,1,30,0.0176,0,0,2,82,868,3073,310,278,380152,19329.9694,77023,0,10652203,4.4666,0,0,41,31.0404,49,0,167,yes
0.7173913043,0.0804597701,0.2298850575,7,0.0035,0,0,0.125,0.0192,0,0,0.2,99.4138,89,19,141,0.0575,0,0,2,0.3218,0,0,2,0.8506,0,0,5,0.2644,0,0,2,17.3563,16,4,28,0.2184,0,0,2,184,132,87,5,3,360140,166781.7791,36375,43,2311282,0.521,0,0,6,3.625,0,0,20,yes
0.6054006969,0.7419158023,0.0772828961,3648,0.0068,0,0,0.5,0.0054,0,0,0.2222,96.6195,140,8,218,0.0852,0,0,4,1.4238,1,0,13,0.7433,0,0,8,0.0775,0,0,2,15.288,23,1,37,0.2552,0,0,3,1148,695,5046,3203,1745,5237215,1623.7036,82,4,94069,52.871,23,0,165,351.2143,195,51,665,yes
0.6987179487,0.0476190476,0.4656084656,27,0.0092,0,0,0.25,0.0503,0,0,1,80.1958,57,2,153,0.1023,0,0,3,0.224,1,0,2,0.6437,0,0,6,0.4815,0,0,2,12.5591,9,1,30,0.1481,0,0,2,1248,872,567,54,38,3115185,17621.8322,4723,9,813252,4.8879,7,0,37,33.3529,38,1,124,yes
1.4705882353,0.1593406593,0.0824175824,58,0.0103,0,0,1,0.0066,0,0,0.2,89.9451,79,6,171,0.0962,0,0,1,0.2857,0,0,3,1.7665,3,0,8,0.0824,0,0,1,14.0797,11,1,30,0.022,0,0,1,68,100,364,189,165,66550,12257.5344,516,15,92664,7,6,1,19,45.5,31,19,68,yes
0.1515625,0.1871921182,0.197044335,38,0.0056,0,0,0.2857,0.0282,0.08333,0,1,63.2118,79,5,147,0.064,0,0,2,0.3399,0,0,2,0.3498,0,0,6,0.197,1,0,1,10.6897,12,1,28,0,0,0,0,640,97,201,3,4,1015161,56362.8861,14163,12,1478375,1.5379,0,0,31,10.6842,2,0,57,yes
1.0138050043,0.1912350598,0.0294820717,240,0.0143,0,0,0.3333,0.0025,0,0,0.3333,106.2096,131,5,180,0.1514,0,0,4,0.6637,0,0,10,0.3928,0,0,4,0.0295,0,0,1,17.7076,23,1,30,0.051,0,0,2,1159,1175,1092,1226,820,1777280,6666.0287,719,16,328152,12.9381,23,0,45,89.6429,104,2,152,yes
1.4957264957,0.1217391304,0.6492753623,42,0.0498,0,0,0.5,0.0547,0.0625,0,0.2,111.8087,130,22,185,0.5971,0,0,6,0.8145,1,0,8,1.4696,1,0,8,0.6551,1,0,2,13.6725,16,4,26,0.3246,1,0,2,117,175,340,52,25,241473,25192.1366,5048,0,904674,3.4158,4,0,15,23,52,1,52,yes
0.8727915194,0.203125,0.171875,52,0.0172,0,0,0.75,0.0132,0,0,0.25,105.6484,144,23,174,0.1406,0,0,3,0.5,0,0,8,0.3711,1,0,4,0.1719,0,0,1,17.0469,23,2,30,0.0781,0,0,2,283,247,252,65,83,1141445,55734.4,26599,46,4912435,1.5515,0,0,8,10.6667,0,0,31,yes
0.6388888889,0.4101123596,0.3230337079,146,0.0028,0,0,0.125,0.0428,0.06667,0,0.6667,95.3455,127,21,156,0.0393,0,0,1,0.5562,1,0,7,0.3933,1,0,3,0.3343,1,0,2,15.3961,15,2,32,0.0281,0,0,1,108,69,356,190,148,203536,14077.7831,5632,10,224670,6.1379,13,0,18,39.5556,38,13,54,yes
